name,rest_type,rate,num_ratings,avg_cost,online_order,table_booking,cuisines,area,local_address,area_clean,is_quick_bites,is_casual_dining,is_cafe,is_delivery,is_dessert_parlor,is_bakery,is_beverage_shop,is_bar,is_food_court,is_fine_dining,is_lounge,is_mess,is_sweet_shop,is_pub,area_avg_rating,area_avg_cost,competition_density
#FeelTheROLL,Quick Bites,3.4,7,200,No,No,Fast Food,Bellandur,Bellandur,Bellandur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4759002770083103,542.7423822714682,118
#L-81 Cafe,Quick Bites,3.9,48,400,Yes,No,"Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",HSR,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
#refuel,Cafe,3.7,37,400,Yes,No,"Cafe, Beverages",Bannerghatta Road,Bannerghatta Road,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.430072463768116,446.97463768115944,33
'@ Biryani Central,Casual Dining,2.7,135,550,Yes,No,"Biryani, Mughlai, Chinese",Marathahalli,Marathahalli,Marathahalli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4076923076923076,516.7307692307693,61
'@ The Bbq,Casual Dining,2.8,40,700,Yes,No,"BBQ, Continental, North Indian, Chinese, Beverages",Bellandur,Bellandur,Bellandur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4759002770083103,542.7423822714682,101
'@99,"Takeaway, Delivery",3.4,37,200,No,No,"Mughlai, Biryani, Chinese, North Indian",Whitefield,Whitefield,Whitefield,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.512260536398468,694.4444444444445,17
'@Italy,Casual Dining,4.1,305,700,Yes,No,Italian,Banashankari,Kumaraswamy Layout,Banashankari,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5688022284122565,388.5487465181059,77
'@North Parontha Hut,"Takeaway, Delivery",2.8,40,300,No,No,North Indian,Indiranagar,Old Airport Road,Indiranagar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,24
1000 B.C,Quick Bites,3.2,49,300,Yes,No,"Arabian, Sandwich, Rolls, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,Casual Dining,3.7,41,450,No,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",BTM,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
11 to 11 Express Biriyanis,Quick Bites,3.5,22,300,Yes,No,"Biryani, Kebab",Electronic City,Electronic City,Electronic City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,188
1131 Bar + Kitchen,"Bar, Casual Dining",4.4,2861,1500,No,Yes,"Continental, Asian, Italian, North Indian",Old Airport Road,Indiranagar,Old Airport Road,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.332967032967033,581.8681318681319,3
12th Main - Grand Mercure,Fine Dining,4.1,353,2000,No,Yes,"European, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,Madiwala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5839598997493733,486.01503759398497,1
1441 Pizzeria,Casual Dining,4.1,119,800,Yes,No,"Pizza, Salad",Basavanagudi,JP Nagar,Basavanagudi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2523364485981308,395.0934579439252,41
1522 - The Pub,Pub,4.2,1731,1400,Yes,No,"Chinese, Continental, North Indian",Malleshwaram,Malleshwaram,Malleshwaram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.629601990049751,576.6666666666666,2
154 Breakfast Club,Cafe,4.0,1509,900,Yes,Yes,"Cafe, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,Madiwala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,57
1722 Urban Bistro,Casual Dining,4.1,218,600,Yes,Yes,"North Indian, Chinese, Fast Food, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
18+ Ice Cafe,Cafe,3.5,24,550,No,No,"Cafe, Fast Food, Chinese, Beverages",Kalyan Nagar,Kammanahalli,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,26
1947,Casual Dining,3.9,620,1000,No,Yes,"North Indian, Chinese, Continental",Rajajinagar,Rajajinagar,Rajajinagar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4486486486486485,407.2972972972973,24
1980s Games Cafe,Cafe,3.4,58,400,Yes,No,"Cafe, Fast Food",Banashankari,Basavanagudi,Banashankari,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5688022284122565,388.5487465181059,25
1992 Chats - Space,Quick Bites,3.7,33,200,Yes,No,Street Food,Malleshwaram,Rajajinagar,Malleshwaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.629601990049751,576.6666666666666,163
1Q1,"Casual Dining, Bar",4.3,595,2500,No,Yes,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",Brigade Road,Infantry Road,Brigade Road,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.6842672413793105,835.1077586206897,20
1TO3 Kitchen,Delivery,3.1,11,800,No,No,"North Indian, Chinese, Continental, Italian, South Indian",Marathahalli,Marathahalli,Marathahalli,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4076923076923076,516.7307692307693,20
2 Statez,Casual Dining,3.7,209,600,Yes,No,"Kerala, Seafood, South Indian, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,Kalyan Nagar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,105
20 Char - Sterlings MAC Hotel,"Casual Dining, Bar",4.0,419,1400,Yes,Yes,"Chinese, Continental, North Indian, South Indian, Arabian",Indiranagar,Old Airport Road,Indiranagar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,9
20 Feet High,"Casual Dining, Bar",4.0,932,1000,Yes,Yes,"American, Continental, Steak, Salad",Brigade Road,Church Street,Brigade Road,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.6842672413793105,835.1077586206897,20
21 C - La Marvella Sarovar Premiere Hotel,Casual Dining,3.6,15,1000,No,No,Continental,Basavanagudi,Jayanagar,Basavanagudi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2523364485981308,395.0934579439252,41
24 Carats - The Capitol,Casual Dining,3.1,46,1000,No,No,"Asian, Continental",Brigade Road,Cunningham Road,Brigade Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6842672413793105,835.1077586206897,131
24 Hours Cake Delivery,Delivery,3.3,4,700,No,No,Bakery,Indiranagar,Old Airport Road,Indiranagar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,34
24 Hours Coffee Drop - La Classic,Cafe,3.4,9,800,No,No,Cafe,Electronic City,Electronic City,Electronic City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,13
24/7 - The Lalit Ashok Bangalore,Fine Dining,4.0,344,3000,No,Yes,"Continental, North Indian, Italian, Chinese",Malleshwaram,Seshadripuram,Malleshwaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.629601990049751,576.6666666666666,10
24/7 Food Service,"Takeaway, Delivery",2.9,7,300,Yes,No,"South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",JP Nagar,Madiwala,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,54
24@43 - The Oterra,Fine Dining,4.1,268,3000,No,Yes,"North Indian, Asian, Continental",Electronic City,Electronic City,Electronic City,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3635235732009927,511.04218362282876,4
24th Main,Casual Dining,4.1,1234,800,No,Yes,"North Indian, South Indian, Chinese",Bannerghatta Road,JP Nagar,Bannerghatta Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.430072463768116,446.97463768115944,122
29 Degrees North,Quick Bites,3.9,283,250,Yes,No,"North Indian, Fast Food, Street Food",Kalyan Nagar,Banaswadi,Kalyan Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,161
2nd Home Restaurant,Quick Bites,3.7,21,500,Yes,No,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
3 Leafs,Casual Dining,3.7,128,600,Yes,No,"North Indian, South Indian, Chinese",Marathahalli,Kaggadasapura,Marathahalli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4076923076923076,516.7307692307693,61
3 Spice,Casual Dining,3.9,156,450,Yes,No,"North Indian, Chinese",Koramangala 7th Block,Wilson Garden,Koramangala 7th Block,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5305555555555554,431.3888888888889,5
30 Square,Quick Bites,4.2,556,400,Yes,No,"Tibetan, Nepalese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
360 Atoms Restaurant And Cafe,Cafe,3.1,13,400,Yes,No,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,Banashankari,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5688022284122565,388.5487465181059,25
36th Cross Coffee Mane,Casual Dining,3.7,29,500,No,No,"North Indian, Chinese",JP Nagar,BTM,JP Nagar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3260869565217392,441.30434782608694,16
37 China Town,Casual Dining,3.5,58,900,No,No,"Chinese, Thai, North Indian, South Indian, Continental",Lavelle Road,Race Course Road,Lavelle Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.630496453900709,857.8014184397163,39
"3B's - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100,No,Yes,"North Indian, Mediterranean, European, BBQ","Byresandra,Tavarekere,Madiwala",BTM,Madiwala,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,13
3G's - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100,Yes,Yes,"Finger Food, Continental, Chinese",Malleshwaram,Malleshwaram,Malleshwaram,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.629601990049751,576.6666666666666,6
3rd Innings,"Casual Dining, Bar",3.0,17,1000,No,No,"Burger, Italian, North Indian, Chinese",Electronic City,Electronic City,Electronic City,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,6
4 Mangoes,Kiosk,3.7,14,200,No,No,Ice Cream,Indiranagar,Old Airport Road,Indiranagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,3
4 Seasons Restaurant,Casual Dining,3.7,399,1000,Yes,Yes,"North Indian, Seafood, Middle Eastern, Chinese",Kalyan Nagar,Kalyan Nagar,Kalyan Nagar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,105
4 States,Food Court,3.2,4,400,No,No,South Indian,Sarjapur Road,Bellandur,Sarjapur Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4453703703703704,470.8333333333333,2
46 Ounces Brewgarden,Microbrewery,2.8,40,1600,No,Yes,"Bar Food, Finger Food, Pizza",Electronic City,Electronic City,Electronic City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,1
4700BC Popcorn,"Takeaway, Delivery",4.1,55,500,No,No,Fast Food,Whitefield,Whitefield,Whitefield,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.512260536398468,694.4444444444445,17
4Foodiez,Quick Bites,3.6,82,300,Yes,No,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Electronic City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,188
4Foodiez - The Restaurant,Quick Bites,3.0,23,400,No,No,"Street Food, Chinese, North Indian, South Indian",Electronic City,Electronic City,Electronic City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,188
4K Biryani,Delivery,3.3,4,700,Yes,No,"North Indian, Chinese",HSR,HSR,HSR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,21
4th Tea Block,Cafe,4.0,62,150,No,No,Cafe,Basavanagudi,Jayanagar,Basavanagudi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2523364485981308,395.0934579439252,16
5 Star Food,Quick Bites,2.8,40,300,Yes,No,"South Indian, Fast Food",Frazer Town,Kammanahalli,Frazer Town,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5174603174603174,410.7142857142857,55
50-50 EATING HOUSE,Quick Bites,3.2,4,100,No,No,"South Indian, Biryani",Banashankari,Basavanagudi,Banashankari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5688022284122565,388.5487465181059,191
52 Wall Street,"Bar, Casual Dining",3.9,737,1400,No,No,"American, Continental, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Madiwala,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,6
55 Wall Street,Bar,3.9,1763,1300,No,Yes,"Finger Food, North Indian, Chinese",Bannerghatta Road,JP Nagar,Bannerghatta Road,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.430072463768116,446.97463768115944,1
56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150,No,No,"Mithai, Street Food",HSR,HSR,HSR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,17
5th Main Cafe,Cafe,3.5,15,250,No,No,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,Madiwala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,57
7 Days Restaurant,Quick Bites,3.8,478,400,Yes,No,"North Indian, Chinese, Arabian",Electronic City,Electronic City,Electronic City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,188
7 Degrees North,Casual Dining,3.5,11,500,No,No,North Indian,HSR,HSR,HSR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,39
7 Hills Andhra Mess,Mess,3.4,8,300,No,No,Andhra,Indiranagar,CV Raman Nagar,Indiranagar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5692307692307694,667.5824175824176,3
7 Plates,Casual Dining,3.5,531,600,Yes,No,"North Indian, Mughlai, Rolls, Fast Food",Kammanahalli,Kalyan Nagar,Kammanahalli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4953846153846153,480.0,20
7 Shanghai,Quick Bites,3.5,18,250,Yes,No,Chinese,Electronic City,Electronic City,Electronic City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,188
7 Spice,Quick Bites,3.4,5,250,No,No,"Biryani, Chinese",Kalyan Nagar,Banaswadi,Kalyan Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,161
7 to 11 Food Court,Quick Bites,3.7,16,200,Yes,No,"Fast Food, Burger, North Indian, South Indian",Frazer Town,Banaswadi,Frazer Town,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5174603174603174,410.7142857142857,55
70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000,No,Yes,"Chinese, North Indian, Pizza",Brigade Road,Brigade Road,Brigade Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6842672413793105,835.1077586206897,131
7Biryanis,Casual Dining,3.2,4,600,Yes,No,"Andhra, Biryani",Kalyan Nagar,Nagawara,Kalyan Nagar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,105
7th Heaven,Bakery,3.6,17,300,No,No,"Bakery, Desserts",New BEL Road,New BEL Road,New BEL Road,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4773809523809525,438.0952380952381,4
8 Slice,Delivery,3.7,74,600,Yes,No,Pizza,Brigade Road,Koramangala 6th Block,Brigade Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6842672413793105,835.1077586206897,15
9 Bowls,Quick Bites,2.8,40,500,Yes,No,"Healthy Food, Continental, North Indian, Chinese",HSR,Koramangala 1st Block,HSR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,104
90's,Quick Bites,2.8,40,200,No,No,North Indian,HSR,HSR,HSR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,104
90's Beer Cafe - Hotel Millennium Plaza,Bar,3.0,7,1000,No,No,Finger Food,Electronic City,Electronic City,Electronic City,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,8
90's Cafe,Quick Bites,2.8,40,500,No,No,"Fast Food, Burger",Jayanagar,JP Nagar,Jayanagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.510236220472441,494.48818897637796,45
99 Caffe,Quick Bites,3.6,106,250,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Brookefield,Brookefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4454926624737947,526.8343815513626,181
99 Pancakes,Dessert Parlor,4.1,41,150,Yes,No,"Desserts, Ice Cream",Brigade Road,Church Street,Brigade Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6842672413793105,835.1077586206897,20
99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250,Yes,No,"South Indian, North Indian, Street Food",Koramangala 5th Block,Koramangala 6th Block,Koramangala 5th Block,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5285714285714285,368.57142857142856,18
99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250,Yes,No,"South Indian, North Indian, Street Food","Byresandra,Tavarekere,Madiwala",HSR,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300,Yes,No,"South Indian, North Indian, Fast Food, Chinese",HSR,HSR,HSR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,17
99Foods,Quick Bites,3.4,32,400,No,No,"Biryani, North Indian, Chinese, Kebab",Marathahalli,Marathahalli,Marathahalli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4076923076923076,516.7307692307693,116
9D Foods,Quick Bites,4.0,458,400,Yes,No,"North Indian, Street Food",Brookefield,Marathahalli,Brookefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4454926624737947,526.8343815513626,181
9th Cross Cafe,Cafe,3.6,12,550,No,No,"Cafe, Italian, French",Indiranagar,Jeevan Bhima Nagar,Indiranagar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,34
A 1 Pizza and Food,Delivery,2.8,211,300,Yes,No,"Pizza, Chinese, North Indian",Indiranagar,Old Airport Road,Indiranagar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,34
A Bar,Bar,3.3,19,600,No,No,"North Indian, Continental","Byresandra,Tavarekere,Madiwala",HSR,Madiwala,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,10
A Hole Lotta Love Cafe,Cafe,4.3,2871,600,Yes,No,"Cafe, American, Burger, Sandwich, Beverages",Koramangala 4th Block,Koramangala 5th Block,Koramangala 4th Block,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5160493827160497,561.6666666666666,17
A Little For Love,Bakery,3.4,12,350,No,No,Bakery,Kalyan Nagar,Hennur,Kalyan Nagar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.49375,478.0729166666667,8
A M Biryani Hotel,Quick Bites,3.3,6,300,Yes,No,"North Indian, Chinese, Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road,Bannerghatta Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430072463768116,446.97463768115944,227
A Southern Fair,Casual Dining,3.0,19,750,Yes,No,"Biryani, Seafood, South Indian",Whitefield,Whitefield,Whitefield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.512260536398468,694.4444444444445,62
A Today Thick Shakes,Beverage Shop,3.2,9,200,No,No,Beverages,Jayanagar,Koramangala 5th Block,Jayanagar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.510236220472441,494.48818897637796,2
A.M New Punjab Food Corner,Quick Bites,3.5,21,350,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300,No,No,Biryani,Rajajinagar,Basaveshwara Nagar,Rajajinagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4486486486486485,407.2972972972973,87
A1 Biriyani Point,Quick Bites,3.0,10,200,No,No,Biryani,Malleshwaram,Seshadripuram,Malleshwaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.629601990049751,576.6666666666666,163
A1 Garam Masala,Casual Dining,3.6,25,500,Yes,No,"North Indian, Andhra, Chinese",JP Nagar,Kanakapura Road,JP Nagar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3260869565217392,441.30434782608694,16
A1 Hot Dum Biryani,Quick Bites,3.2,4,150,No,No,Biryani,Whitefield,Whitefield,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.512260536398468,694.4444444444445,91
A1 Spice Inn,Casual Dining,3.5,46,500,No,No,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram,Yeshwantpur,Malleshwaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.629601990049751,576.6666666666666,100
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400,Yes,No,"South Indian, North Indian, Chinese, Street Food, Fast Food",Whitefield,Whitefield,Whitefield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.512260536398468,694.4444444444445,62
A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400,Yes,No,"South Indian, Fast Food, Street Food",Basavanagudi,Basavanagudi,Basavanagudi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2523364485981308,395.0934579439252,41
A3 Nuwang Kitchen,Quick Bites,3.7,42,300,Yes,No,"Chinese, North Indian",Indiranagar,Ejipura,Indiranagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5692307692307694,667.5824175824176,130
Aaccord Restaurant,Casual Dining,2.8,40,600,No,No,"Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800,Yes,No,"South Indian, North Indian, Chinese, Biryani",Banashankari,Basavanagudi,Banashankari,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5688022284122565,388.5487465181059,3
Aadvik Nightfood,Delivery,3.6,22,350,Yes,No,Fast Food,Frazer Town,Frazer Town,Frazer Town,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5174603174603174,410.7142857142857,7
Aagaman Veg,Casual Dining,2.8,40,900,Yes,No,"North Indian, Chinese, South Indian",Electronic City,Electronic City,Electronic City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3635235732009927,511.04218362282876,102
Aaha,Quick Bites,3.6,93,300,Yes,No,"North Indian, Chinese",Marathahalli,Brookefield,Marathahalli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4076923076923076,516.7307692307693,116
Aaha Andhra,Casual Dining,3.4,58,900,No,No,"Andhra, Biryani, North Indian",Marathahalli,Marathahalli,Marathahalli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4076923076923076,516.7307692307693,61
Aahar Cafe,Quick Bites,0.0,40,100,No,No,South Indian,Basavanagudi,Basavanagudi,Basavanagudi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2523364485981308,395.0934579439252,110
Aahar Vihar,Quick Bites,4.0,68,250,Yes,No,North Indian,Brookefield,Marathahalli,Brookefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4454926624737947,526.8343815513626,181
Aahara Vihar,Quick Bites,3.5,13,300,No,No,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram,Malleshwaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.629601990049751,576.6666666666666,163
Aaharam,Quick Bites,4.0,65,350,No,No,"Chinese, North Indian",HSR,Koramangala 1st Block,HSR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,104
Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650,Yes,No,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
Aami Bangali,Casual Dining,3.0,66,700,Yes,No,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
Aami Kolkata,Delivery,3.3,5,600,No,No,Bengali,Bannerghatta Road,Bannerghatta Road,Bannerghatta Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.430072463768116,446.97463768115944,31
Aao G Khao G,Quick Bites,3.5,11,200,Yes,No,"North Indian, Chinese",HSR,HSR,HSR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3763485477178423,456.05809128630705,104
Aapni Rasoi,Quick Bites,3.2,127,400,Yes,No,North Indian,Bellandur,Bellandur,Bellandur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4759002770083103,542.7423822714682,118
Aaranya Restaurant,Casual Dining,3.4,212,800,Yes,No,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",HSR,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
Aarti Paratha & Rolls Corner,Quick Bites,3.6,15,200,Yes,No,"North Indian, Fast Food",New BEL Road,New BEL Road,New BEL Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4773809523809525,438.0952380952381,88
Aarya Pork Hotel,Quick Bites,3.3,11,300,No,No,"South Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Madiwala,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,316
Aashirvaad Restaurant,Quick Bites,3.1,249,300,Yes,No,"North Indian, Oriya, Chinese",Brookefield,Marathahalli,Brookefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4454926624737947,526.8343815513626,181
Aashish Foods,Quick Bites,2.7,35,150,Yes,No,North Indian,Brookefield,Brookefield,Brookefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4454926624737947,526.8343815513626,181
Aasife & Brothers Biriyani Centre,Casual Dining,3.8,120,600,Yes,No,"Biryani, North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,Madiwala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5839598997493733,486.01503759398497,168
